row,col,spatial_block,proxy_class,role
15,541,8,5,development
111,468,16,3,development
375,50,50,4,development
323,143,42,1,buffer
212,159,32,3,buffer
123,476,17,5,development
645,20,90,2,development
350,31,50,1,development
361,383,55,5,buffer
252,124,31,3,development
182,390,25,5,buffer
495,27,70,1,development
643,20,90,2,development
608,136,92,2,buffer
199,460,26,1,development
359,54,50,4,development
543,85,81,2,development
233,428,36,4,development
644,316,94,2,test
585,488,87,3,development
349,421,56,5,development
111,481,17,2,development
494,561,78,4,development
626,157,92,2,buffer
78,482,17,5,development
318,178,42,1,buffer
287,368,45,1,buffer
592,23,80,2,development
108,166,12,1,buffer
224,590,38,6,development
554,585,88,5,development
211,578,38,6,development
626,154,92,2,buffer
388,266,53,4,test
111,45,10,5,development
248,171,32,3,buffer
502,445,76,4,development
631,260,93,3,test
439,146,62,1,buffer
315,501,47,3,development
176,85,21,3,development
268,450,46,5,development
549,44,80,2,development
169,45,20,3,development
129,492,17,5,development
35,298,4,3,test
56,444,6,3,development
511,175,72,5,buffer
92,337,15,5,buffer
124,265,13,2,test
354,1,50,1,development
202,508,37,4,development
416,107,61,1,development
614,105,91,2,development
26,232,3,3,test
524,127,71,1,development
560,43,80,2,development
8,313,4,1,test
155,251,23,5,test
509,197,72,5,buffer
381,64,50,3,development
250,474,37,1,development
276,41,40,3,development
492,17,70,2,development
622,121,91,2,development
36,553,8,5,development
241,106,31,3,development
37,8,0,3,development
556,531,87,1,development
526,62,70,3,development
307,20,40,1,development
455,413,66,4,development
586,484,87,3,development
498,475,77,4,development
616,151,92,2,buffer
562,262,83,1,test
115,210,13,1,test
393,180,52,1,buffer
173,443,26,1,development
585,162,82,2,buffer
145,516,27,6,development
430,288,64,1,test
264,18,30,3,development
196,214,23,2,test
225,194,32,3,buffer
568,100,81,2,development
549,70,81,2,development
414,328,64,4,test
621,195,92,1,buffer
321,438,46,5,development
632,63,90,3,development
31,416,6,3,development
345,310,54,3,test
307,246,43,1,test
393,15,50,1,development
137,275,24,5,test
633,180,92,1,buffer
606,110,91,2,development
335,462,56,4,development
523,438,76,5,development
392,542,58,4,development
440,352,65,3,buffer
207,579,38,6,development
92,493,17,3,development
202,187,32,3,buffer
426,560,68,4,development
436,536,68,4,development
380,407,56,4,development
627,335,95,4,buffer
132,64,10,3,development
152,158,22,1,buffer
564,61,80,2,development
115,238,13,2,test
84,535,17,5,development
561,552,88,3,development
103,82,11,3,development
221,603,39,6,development
318,376,45,4,buffer
129,410,16,5,development
216,158,32,1,buffer
153,511,27,6,development
76,343,15,2,buffer
1,219,3,3,test
507,1,70,1,development
156,586,28,5,development
443,280,64,1,test
403,391,65,3,buffer
481,131,71,1,development
177,421,26,5,development
489,402,76,5,development
16,507,7,4,development
248,34,30,3,development
622,107,91,2,development
346,481,57,4,development
350,583,58,5,development
294,168,42,1,buffer
330,16,40,1,development
650,29,90,2,development
353,242,53,3,test
430,601,68,4,development
369,161,52,1,buffer
381,78,51,3,development
506,328,74,4,test
97,163,12,3,buffer
103,596,18,4,development
637,7,90,2,development
211,122,31,3,development
277,528,47,3,development
403,571,68,5,development
367,9,50,1,development
33,30,0,3,development
14,554,8,5,development
450,355,65,1,buffer
391,273,54,5,test
560,604,89,5,development
605,205,93,6,test
621,147,92,2,buffer
449,193,62,1,buffer
506,505,77,4,development
47,123,1,3,development
117,11,10,2,development
550,68,81,2,development
595,109,81,2,development
212,518,37,6,development
580,496,87,1,development
480,558,78,5,development
244,163,32,3,buffer
303,153,42,1,buffer
340,210,53,1,test
368,572,58,4,development
275,380,45,4,buffer
468,453,66,4,development
649,24,90,2,development
47,450,6,3,development
350,290,54,3,test
651,29,90,2,development
628,0,90,2,development
311,142,42,1,buffer
148,426,26,5,development
165,419,26,5,development
484,68,71,5,development
215,291,34,3,test
529,384,75,4,buffer
13,152,2,3,buffer
526,217,73,2,test
153,603,29,4,development
309,368,45,4,buffer
253,92,31,3,development
522,278,74,5,test
192,231,23,2,test
641,288,94,3,test
191,172,22,1,buffer
506,602,78,4,development
491,162,72,1,buffer
115,601,18,4,development
472,161,72,1,buffer
461,230,63,3,test
120,351,15,4,buffer
589,390,85,4,buffer
85,591,18,4,development
596,104,81,5,development
271,80,41,3,development
200,487,27,4,development
198,233,23,2,test
113,164,12,1,buffer
75,340,15,2,buffer
115,592,18,4,development
587,278,84,1,test
308,484,47,4,development
570,116,81,2,development
498,97,71,2,development
224,593,38,6,development
313,3,40,1,development
502,601,78,4,development
528,427,76,4,development
108,143,12,3,buffer
233,425,36,3,development
643,579,98,3,development
591,515,87,3,development
526,606,79,4,development
140,453,26,5,development
62,107,1,3,development
455,189,62,1,buffer
614,547,98,1,development
592,226,83,1,test
393,350,55,1,buffer
110,467,16,3,development
70,585,18,5,development
252,457,36,4,development
537,221,83,2,test
283,546,48,5,development
142,401,25,4,buffer
210,179,32,1,buffer
398,48,50,1,development
44,150,2,3,buffer
555,595,88,5,development
405,342,65,5,buffer
498,361,75,4,buffer
424,462,66,5,development
232,127,31,1,development
106,200,12,6,buffer
581,191,82,1,buffer
227,167,32,1,buffer
204,28,30,1,development
566,74,81,2,development
340,155,52,1,buffer
544,482,87,1,development
81,93,11,3,development
439,317,64,1,test
261,56,30,3,development
223,211,33,3,test
116,19,10,2,development
545,74,81,2,development
633,466,96,2,development
192,233,23,2,test
400,464,56,5,development
190,251,23,2,test
490,338,75,4,buffer
514,131,71,1,development
550,6,80,3,development
242,63,30,1,development
473,209,73,1,test
158,162,22,2,buffer
462,447,66,4,development
149,378,25,5,buffer
397,249,53,5,test
596,511,87,1,development
329,250,43,1,test
633,441,96,2,development
531,77,71,2,development
379,581,58,4,development
559,111,81,2,development
432,80,61,1,development
220,607,39,6,development
621,111,91,2,development
506,119,71,1,development
48,146,2,3,buffer
133,460,16,5,development
244,570,38,5,development
650,42,90,2,development
63,432,6,4,development
598,12,80,2,development
339,272,54,3,test
93,464,16,5,development
476,386,75,4,buffer
17,268,4,3,test
430,464,66,5,development
17,551,8,5,development
194,215,23,1,test
600,465,86,4,development
403,466,66,5,development
77,21,10,3,development
127,404,16,5,development
147,138,22,2,buffer
228,106,31,1,development
624,539,98,1,development
596,350,85,4,buffer
548,473,87,1,development
633,606,99,3,development
61,230,3,3,test
430,393,65,5,buffer
94,551,18,5,development
507,544,78,4,development
223,593,38,6,development
532,87,71,2,development
385,203,53,3,test
130,372,15,5,buffer
437,170,62,1,buffer
215,587,38,6,development
467,608,69,5,development
143,223,23,1,test
36,544,8,5,development
124,253,13,2,test
514,218,73,5,test
154,550,28,3,development
423,447,66,5,development
387,69,51,3,development
94,39,10,3,development
223,233,33,3,test
224,594,38,6,development
279,412,46,4,development
376,298,54,4,test
79,529,17,5,development
423,474,67,5,development
563,115,81,2,development
212,394,35,4,buffer
277,550,48,5,development
393,14,50,1,development
26,515,7,5,development
528,69,71,2,development
111,91,11,3,development
90,4,10,2,development
249,563,38,5,development
539,73,81,2,development
33,105,1,3,development
155,14,20,3,development
142,369,25,5,buffer
313,362,45,1,buffer
463,182,62,1,buffer
510,525,77,4,development
521,80,71,2,development
49,246,3,3,test
248,54,30,1,development
510,424,76,4,development
390,330,54,4,test
24,516,7,5,development
132,284,14,5,test
597,156,82,5,buffer
128,483,17,5,development
619,102,91,2,development
301,527,47,4,development
584,549,88,1,development
553,145,82,2,buffer
627,512,97,3,development
119,510,17,5,development
9,40,0,2,development
38,72,1,2,development
409,565,68,4,development
348,599,58,5,development
58,414,6,1,development
133,40,10,3,development
237,380,35,1,buffer
565,72,81,2,development
351,505,57,4,development
453,599,68,4,development
132,471,17,5,development
60,186,2,3,buffer
573,43,80,2,development
341,430,56,5,development
569,0,80,2,development
245,112,31,1,development
636,535,97,3,development
174,603,29,6,development
238,247,33,1,test
343,182,52,1,buffer
464,194,62,1,buffer
366,586,58,4,development
505,219,73,5,test
5,472,7,1,development
317,221,43,3,test
20,173,2,3,buffer
609,130,91,2,development
424,459,66,5,development
163,169,22,1,buffer
111,314,14,4,test
43,596,8,5,development
347,60,50,4,development
278,119,41,1,development
381,519,57,4,development
541,85,81,2,development
63,114,1,3,development
132,438,16,5,development
48,552,8,5,development
562,515,87,1,development
185,39,20,1,development
298,327,44,4,test
639,243,93,1,test
513,215,73,5,test
584,121,81,2,development
322,18,40,1,development
72,218,13,3,test
14,516,7,5,development
368,351,55,4,buffer
575,283,84,4,test
330,118,41,3,development
214,28,30,3,development
538,476,87,3,development
298,124,41,4,development
562,63,80,2,development
132,533,17,1,development
87,450,16,5,development
463,439,66,5,development
80,573,18,5,development
440,497,67,4,development
199,606,29,3,development
216,384,35,5,buffer
404,505,67,4,development
247,32,30,1,development
126,265,13,2,test
93,284,14,1,test
212,188,32,3,buffer
329,460,46,5,development
475,405,76,4,development
220,497,37,5,development
652,69,91,2,development
443,516,67,4,development
521,293,74,4,test
550,69,81,2,development
377,318,54,4,test
243,509,37,4,development
45,345,5,1,buffer
193,198,22,1,buffer
119,79,11,3,development
163,359,25,5,buffer
74,123,11,3,development
266,409,36,3,development
151,548,28,3,development
363,524,57,1,development
167,316,24,5,test
608,131,91,2,development
347,311,54,4,test
119,211,13,1,test
622,108,91,2,development
210,285,34,3,test
261,245,33,4,test
628,525,97,3,development
183,381,25,2,buffer
596,103,81,5,development
91,470,17,2,development
629,108,91,2,development
149,458,26,5,development
274,572,48,5,development
351,175,52,3,buffer
609,136,92,2,buffer
507,327,74,4,test
523,298,74,5,test
534,400,75,4,buffer
614,111,91,2,development
588,88,81,2,development
543,92,81,2,development
251,557,38,5,development
648,542,98,3,development
440,537,68,4,development
558,92,81,2,development
608,220,93,6,test
243,378,35,5,buffer
143,424,26,5,development
564,549,88,3,development
560,254,83,2,test
526,592,78,4,development
560,595,88,5,development
389,10,50,1,development
101,215,13,1,test
466,490,67,5,development
84,484,17,3,development
507,606,79,4,development
546,35,80,2,development
491,94,71,1,development
121,87,11,3,development
317,444,46,5,development
90,464,16,5,development
589,112,81,2,development
269,271,44,1,test
69,518,17,5,development
585,26,80,2,development
520,79,71,2,development
225,590,38,6,development
123,12,10,2,development
605,93,91,2,development
393,570,58,4,development
495,191,72,1,buffer
304,247,43,1,test
170,544,28,3,development
291,336,45,4,buffer
571,45,80,2,development
557,110,81,2,development
132,476,17,5,development
250,42,30,3,development
22,396,5,3,buffer
202,203,33,2,test
571,605,89,5,development
403,273,64,5,test
66,310,4,5,test
579,546,88,1,development
643,181,92,2,buffer
584,139,82,5,buffer
213,583,38,6,development
202,86,31,3,development
519,82,71,2,development
222,345,35,3,buffer
60,35,0,3,development
38,41,0,3,development
517,78,71,2,development
623,97,91,2,development
22,212,3,3,test
162,4,20,3,development
536,244,83,5,test
246,469,37,2,development
324,374,45,4,buffer
587,258,83,3,test
205,250,33,2,test
562,461,86,1,development
443,609,69,4,development
499,480,77,4,development
616,82,91,2,development
590,40,80,2,development
174,315,24,5,test
11,156,2,3,buffer
41,558,8,5,development
313,116,41,3,development
292,80,41,1,development
128,302,14,5,test
484,218,73,4,test
523,300,74,5,test
257,193,32,3,buffer
453,579,68,4,development
625,276,94,2,test
552,66,80,2,development
561,590,88,5,development
239,193,32,1,buffer
586,368,85,4,buffer
592,356,85,4,buffer
518,355,75,5,buffer
12,464,6,1,development
137,212,23,1,test
522,238,73,5,test
245,461,36,2,development
460,479,67,4,development
433,569,68,4,development
24,436,6,3,development
613,308,94,2,test
548,95,81,2,development
604,501,97,3,development
602,520,87,1,development
579,44,80,2,development
389,48,50,1,development
152,510,27,6,development
178,52,20,3,development
308,140,42,1,buffer
588,453,86,1,development
347,579,58,5,development
192,395,25,2,buffer
33,550,8,5,development
139,291,24,5,test
88,476,17,2,development
342,61,50,4,development
329,412,46,5,development
471,439,76,4,development
531,320,74,5,test
333,605,49,4,development
200,229,23,2,test
608,143,92,2,buffer
449,530,67,4,development
8,316,4,1,test
248,111,31,3,development
334,370,45,4,buffer
35,392,5,3,buffer
23,295,4,3,test
185,242,23,2,test
95,210,13,6,test
429,441,66,5,development
195,86,21,1,development
168,493,27,6,development
519,191,72,5,buffer
582,103,81,2,development
13,601,8,4,development
153,407,26,5,development
315,143,42,1,buffer
419,346,65,3,buffer
221,587,38,6,development
182,481,27,5,development
313,137,42,1,buffer
241,181,32,1,buffer
17,134,2,3,buffer
322,139,42,3,buffer
499,87,71,2,development
451,129,61,1,development
541,223,83,2,test
63,476,7,5,development
137,548,28,5,development
574,209,83,5,test
318,181,42,1,buffer
83,471,17,2,development
